,Pořadí na kandidátce v 2002,"Příjmení, jméno",Tituly 2002,Věk 2002,Navrhující strana,Politická příslušnost,Hlasy abs. 2002,Hlasy v % 2002,Pořadí zvolení v 2002,Mandát v 2002,Pořadí na kandidátce v 2006,Tituly 2006,Věk 2006,Hlasy abs. 2006,Hlasy v % 2006,Pořadí zvolení v 2006,Mandát v 2006,Pořadí na kandidátce v 2010,Tituly 2010,Věk 2010,Hlasy abs. 2010,Hlasy v % 2010,Pořadí zvolení v 2010,Mandát v 2010,Pořadí na kandidátce v 2014,Tituly 2014,Věk 2014,Hlasy abs. 2014,Hlasy v % 2014,Pořadí zvolení v 2014,Mandát v 2014,Pořadí na kandidátce v 2018,Tituly 2018,Věk 2018,Hlasy abs. 2018,Hlasy v % 2018,Pořadí zvolení v 2018,Mandát v 2018
135,28.0,Jílek Viktor,Ing.,37.0,PVP,BEZPP,3722.0,2.03,24.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,14.0,Jindrová Jaroslava,,39.0,SŽJ,BEZPP,522.0,5.91,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,28.0,Jiruš Bedřich,,67.0,KSČM,KSČM,5506.0,2.11,20.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,32.0,Jirušová Hana,,65.0,KSČM,KSČM,5481.0,2.1,24.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,46.0,Jíšová Andrea,,23.0,ČSSD,ČSSD,7199.0,1.78,36.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,13.0,Jurečko Roman,,35.0,ODS,ODS,15874.0,2.13,15.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,27.0,Kafka Milan,,35.0,ODA,BEZPP,448.0,1.72,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,30.0,Kalčík Jiří,Ing.,40.0,KDU-ČSL,BEZPP,2784.0,1.91,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,2.0,Kalous Miroslav,Ing.,37.0,ODS,ODS,18283.0,2.46,2.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,12.0,Kasl Rudolf,,34.0,ODS,ODS,15950.0,2.14,14.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,33.0,Kašková Karla,Mgr.,38.0,ODA,BEZPP,532.0,2.04,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,14.0,Kašpar Jaromír,,55.0,KDU-ČSL,BEZPP,3364.0,2.3,13.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,37.0,Klajsner Lubomír,Ing.,43.0,ODS,ODS,15263.0,2.05,17.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,6.0,Klas Miroslav,Ing.,54.0,PVP,PVP,4280.0,2.33,9.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,19.0,Klér Petr,,57.0,SZ,BEZPP,1282.0,1.78,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,26.0,Klíma Vítězslav,,46.0,ČSSD,ČSSD,8719.0,2.15,16.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,38.0,Klinkovská Alena,,58.0,US-DEU,US-DEU,2038.0,1.71,35.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,9.0,Kodeda Oldřich,Ing. arch.,43.0,PVP,BEZPP,4690.0,2.55,3.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,44.0,Kolečková Jana,,49.0,US-DEU,US-DEU,1853.0,1.56,41.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,45.0,Komzáková Marie,MUDr.,56.0,KDU-ČSL,BEZPP,2512.0,1.72,42.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,20.0,Kopáček Radim,,28.0,ODS,ODS,15870.0,2.13,20.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,43.0,Kortan Karel,,51.0,PVP,BEZPP,2920.0,1.59,39.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,25.0,Kosnar Miloslav,,50.0,ODS,ODS,15792.0,2.12,5.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,14.0,Koutecký Zdeněk,MUDr.,46.0,ODS,ODS,17543.0,2.36,4.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,39.0,Kovářík Václav,,52.0,ODS,ODS,15348.0,2.06,19.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,15.0,Krajdl Ladislav,Bc.,38.0,SNK ED,BEZPP,2743.0,2.31,12.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,6.0,Král Jan,Ing.,32.0,US-DEU,US-DEU,3025.0,2.54,5.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,23.0,Královec František,Ing.,54.0,ODA,BEZPP,479.0,1.84,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,10.0,Kraus Josef,,48.0,ODA,ODA,606.0,2.33,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,33.0,Krejčová Zlatuška,,58.0,US-DEU,US-DEU,2162.0,1.82,30.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,16.0,Krejsová Marcela,Mgr.,44.0,ODS,ODS,16150.0,2.17,17.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,10.0,Krejsová Vanesa,Mgr.,28.0,ODS,ODS,16402.0,2.2,12.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,3.0,Kreuzberg Boris,Doc. MUDr. CSc.,52.0,KDU-ČSL,KDU-ČSL,5442.0,3.73,1.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,26.0,Krs Michael,MUDr.,37.0,ODS,ODS,15892.0,2.13,6.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,12.0,Krupička Jaroslav,,60.0,ČSSD,ČSSD,8864.0,2.19,3.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,42.0,Kružej Luděk,,41.0,US-DEU,US-DEU,1907.0,1.6,39.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,27.0,Krysl Jan,,67.0,ČSSD,ČSSD,8297.0,2.05,17.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,13.0,Krýslová Ivana,Mgr.,42.0,KDU-ČSL,KDU-ČSL,3004.0,2.06,12.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,41.0,Krystl Ladislav,Ing.,34.0,KDU-ČSL,KDU-ČSL,2424.0,1.66,38.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,33.0,Křemenák Karel,,73.0,KSČM,KSČM,5572.0,2.14,25.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,32.0,Kříž Antonín,Dr. Ing.,31.0,KDU-ČSL,BEZPP,2841.0,1.95,29.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,37.0,Křižan Jindřich,MUDr.,38.0,PVP,BEZPP,3431.0,1.87,33.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,43.0,Kubáčková Kateřina,MUDr.,38.0,KDU-ČSL,KDU-ČSL,2682.0,1.84,40.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,23.0,Kuběna René,,31.0,ČSSD,ČSSD,8462.0,2.09,13.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,44.0,Kubík Jiří,,25.0,ODS,ODS,14217.0,1.91,24.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,4.0,Kufner Jan,,67.0,SŽJ,SŽJ,402.0,4.55,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,21.0,Kural Václav,,25.0,SZ,BEZPP,1385.0,1.92,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,47.0,Kural Václav,,50.0,SZ,BEZPP,888.0,1.23,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37.0,Kůs Jaroslav,,52.0,ODA,BEZPP,560.0,2.15,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,25.0,Kuthan Jiří,,53.0,ČSSD,ČSSD,8813.0,2.18,15.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,37.0,Kuthanová Dagmar,Mgr.,41.0,KDU-ČSL,KDU-ČSL,2550.0,1.75,34.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,11.0,Kvit Karel,Ing.,51.0,KSČM,KSČM,5753.0,2.21,4.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,31.0,Kybicová Daniela,Ing.,56.0,US-DEU,US-DEU,2173.0,1.83,28.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,26.0,Kydlíčková Jana,,51.0,SZ,SZ,1315.0,1.83,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,40.0,Lang Václav,,23.0,SZ,BEZPP,1197.0,1.66,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,11.0,Levora Miroslav,Ing.,55.0,ODS,ODS,16076.0,2.16,13.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,10.0,Lifka František,,52.0,KSČM,KSČM,5896.0,2.26,3.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,18.0,Linhart Jiří,,35.0,SZ,BEZPP,1359.0,1.89,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,36.0,Linka Pavel,,37.0,KDU-ČSL,BEZPP,2537.0,1.74,33.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,15.0,Lisenko Radim,,29.0,ČSSD,ČSSD,8723.0,2.15,5.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,8.0,Liška Jiří,MUDr. CSc.,58.0,ČSSD,ČSSD,9731.0,2.4,3.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,38.0,Liška Milan,,37.0,KDU-ČSL,BEZPP,2740.0,1.88,35.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,18.0,Lobkowicz Vladimír,,29.0,KDU-ČSL,BEZPP,4579.0,3.14,3.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,2.0,Lodr Jiří,Ing.,41.0,KDU-ČSL,KDU-ČSL,4973.0,3.41,3.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,14.0,Lomberský Jiří,Mgr.,69.0,PVP,PVP,3729.0,2.03,12.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,24.0,Lontschar Jan,Ing.,28.0,KDU-ČSL,BEZPP,2709.0,1.85,21.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,20.0,Lorenz Tomáš,,51.0,ODA,BEZPP,561.0,2.15,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,35.0,Lorenzová Milada,,79.0,ODA,BEZPP,389.0,1.49,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,5.0,Loučím Jan,Ing.,53.0,US-DEU,US-DEU,3485.0,2.93,2.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,11.0,Lukáš Oldřich,Ing.,48.0,SZ,SZ,1520.0,2.11,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,26.0,Lukáš Petr,Ing.,50.0,US-DEU,US-DEU,2257.0,1.9,23.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,21.0,Maciarzová Helena,Ing.,32.0,US-DEU,US-DEU,2608.0,2.19,18.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,7.0,Mach Alois,,61.0,SZ,SZ,1870.0,2.6,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.0,Makoň Karel,,29.0,SZ,BEZPP,5808.0,8.08,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,39.0,Makrlíková Věra,MUDr.,30.0,PVP,BEZPP,3385.0,1.84,35.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,31.0,Malota Jaroslav,,35.0,ODS,ODS,15284.0,2.05,11.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,28.0,Malý Radek,,31.0,ODS,ODS,15438.0,2.07,8.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,12.0,Marian Jaroslav,,45.0,US-DEU,US-DEU,2451.0,2.06,9.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,16.0,Martinovský Ivan,PhDr. Ing.,65.0,PVP,BEZPP,3993.0,2.17,14.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,45.0,Maříková Jaroslava,Ing.,49.0,ODS,ODS,14991.0,2.01,25.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,26.0,Matějka Miroslav,Ing.,35.0,PVP,KAN,3563.0,1.94,22.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,15.0,Mazín Václav,Ing.,50.0,PVP,BEZPP,3746.0,2.04,13.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,24.0,Mejstříková Zdena,MUDr.,50.0,ČSSD,ČSSD,8803.0,2.17,14.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,14.0,Melichar Daniel,,29.0,ČSSD,ČSSD,8776.0,2.17,4.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,16.0,Měřínský Vladimír,,47.0,ODA,BEZPP,585.0,2.24,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,34.0,Miklánek Jiří,,30.0,US-DEU,US-DEU,2220.0,1.87,31.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,15.0,Miksová Hana,Ing.,40.0,KDU-ČSL,KDU-ČSL,2820.0,1.93,14.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,17.0,Milota Miloslav,,49.0,US-DEU,US-DEU,2436.0,2.05,14.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,7.0,Motl Leoš,Ing.,34.0,SNK ED,BEZPP,2907.0,2.44,6.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,19.0,Moulis Martin,,24.0,KDU-ČSL,KDU-ČSL,2923.0,2.0,17.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,17.0,Mudra Milan,,59.0,ČSSD,ČSSD,9119.0,2.25,7.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,4.0,Mužík Zdeněk,Ing.,43.0,SNK ED,BEZPP,3338.0,2.81,4.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1.0,Myslík Jiří,Doc. Ing. CSc.,59.0,SŽJ,BEZPP,1827.0,20.71,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1.0,Náhlík Petr,Ing.,41.0,KDU-ČSL,KDU-ČSL,5073.0,3.48,2.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,19.0,Náhlík Zdeněk,,50.0,KSČM,KSČM,5757.0,2.21,11.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,46.0,Navara Vladimír,Ing. Ph.D.,39.0,PVP,BEZPP,2763.0,1.5,42.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,36.0,Němec Vladimír,Doc. PhDr. CSc.,75.0,KSČM,KSČM,5465.0,2.1,28.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,22.0,Němeček Václav,,60.0,ČSSD,ČSSD,8348.0,2.06,12.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,33.0,Němejc Jan,,35.0,ODS,ODS,15466.0,2.08,13.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,9.0,Netolická Jana,Mgr.,64.0,ODA,ODA,677.0,2.6,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,43.0,Netolický Pavel,,21.0,ODS,ODS,14495.0,1.95,23.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,9.0,Neuberg Lumír,Ing.,37.0,ČSSD,ČSSD,8994.0,2.22,10.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,40.0,Nováčková Michaela,Mgr.,49.0,KDU-ČSL,BEZPP,2474.0,1.69,37.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,36.0,Novák Pavel,Ing.,65.0,ČSSD,ČSSD,7997.0,1.97,26.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,38.0,Novák Zdeněk,,41.0,KSČM,KSČM,5516.0,2.12,30.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,33.0,Opial Jaroslav,,49.0,SZ,BEZPP,1278.0,1.77,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,4.0,Osvald Petr,Ing.,36.0,ČSSD,ČSSD,9409.0,2.32,6.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,10.0,Otásek Petr,,52.0,ČSSD,ČSSD,9090.0,2.25,1.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,38.0,Paisker Miloš,,25.0,SZ,BEZPP,1179.0,1.64,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,5.0,Paleček Karel,Mgr.,25.0,ODS,ODS,16625.0,2.23,7.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,6.0,Pavelková Milena,Mgr.,56.0,ČSSD,ČSSD,9297.0,2.3,8.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,5.0,Pekárová Lada,Bc.,30.0,SZ,SZ,1758.0,2.44,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,13.0,Pešta Michal,,24.0,SZ,BEZPP,1506.0,2.09,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,34.0,Petelíková Marie,,54.0,KSČM,KSČM,5506.0,2.11,26.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,3.0,Pihrt Miroslav,Ing.,56.0,KSČM,KSČM,6183.0,2.37,3.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,39.0,Pláničková Radmila,Mgr.,37.0,SZ,SZ,1282.0,1.78,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,30.0,Plucar Lukáš,,23.0,ČSSD,ČSSD,8313.0,2.05,20.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,35.0,Podaný Jiří,,56.0,KSČM,KSČM,5505.0,2.11,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,44.0,Podaný Josef,,59.0,ČSSD,ČSSD,7568.0,1.87,34.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,25.0,Podlipný Jiří,MUDr.,33.0,PVP,BEZPP,3979.0,2.17,21.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,28.0,Polata Miroslav,,34.0,ODA,BEZPP,452.0,1.73,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,44.0,Polívka Pavel,Ing.,54.0,KDU-ČSL,KDU-ČSL,2323.0,1.59,41.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,13.0,Ponikelská Jaroslava,Ing.,52.0,ODA,BEZPP,662.0,2.54,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,4.0,Popp Tomáš,,24.0,SZ,BEZPP,1999.0,2.78,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,11.0,Popule Petr,Ing.,49.0,ODA,BEZPP,780.0,2.99,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,20.0,Poslední Josef,,31.0,KSČM,KSČM,5776.0,2.22,12.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,9.0,Pošta Václav,Ing.,61.0,SŽJ,BEZPP,444.0,5.03,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,25.0,Prokešová Blažena,Mgr.,58.0,US-DEU,US-DEU,2299.0,1.93,22.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,15.0,Prokešová Marcela,,28.0,KSČM,KSČM,5801.0,2.23,7.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,19.0,Prokopcová Ladislava,,49.0,PVP,BEZPP,3767.0,2.05,16.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,46.0,Prudková Olga,Ing.,44.0,US-DEU,US-DEU,1717.0,1.44,43.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,43.0,Průchová Jana,,28.0,SZ,BEZPP,1130.0,1.57,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,13.0,Průša Josef,Doc. Ing. CSc.,63.0,ČSSD,ČSSD,9511.0,2.35,4.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,21.0,Přibík František,Ing.,50.0,ODA,BEZPP,599.0,2.3,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,22.0,Příhoda Zdeněk,,40.0,SZ,SZ,1328.0,1.84,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,21.0,Pyrgalová Jitka,,51.0,KSČM,KSČM,5688.0,2.18,13.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,46.0,Pytel Milan,Ing.,41.0,KDU-ČSL,BEZPP,2114.0,1.45,43.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,8.0,Pytlík Martin,,56.0,ODS,ODS,16174.0,2.17,10.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,32.0,Rach Jan,Ing.,39.0,US-DEU,BEZPP,2258.0,1.9,29.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,23.0,Rajtmajer Karel,Ing.,48.0,KDU-ČSL,KDU-ČSL,3101.0,2.12,20.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,12.0,Rauch Stanislav,Ing.,49.0,PVP,BEZPP,4149.0,2.26,10.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,29.0,Reischig Tomáš,MUDr.,30.0,PVP,BEZPP,3686.0,2.01,25.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,22.0,Rozšafný Oldřich,Ing.,43.0,KDU-ČSL,KDU-ČSL,2667.0,1.83,19.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,12.0,Rudolf Ondřej,,31.0,KDU-ČSL,BEZPP,2778.0,1.9,11.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,18.0,Rund Petr,Ing.,27.0,ODS,ODS,15869.0,2.13,18.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,41.0,Růttová Jarmila,,71.0,KSČM,KSČM,5389.0,2.07,33.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,29.0,Růžička Filip,,23.0,SZ,SZ,1248.0,1.73,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,6.0,Růžička Jiří,,55.0,SZ,SZ,1759.0,2.44,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,17.0,Růžička Karel,,54.0,SZ,BEZPP,1393.0,1.93,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,6.0,Ryba Stanislav,Ing.,38.0,SŽJ,BEZPP,775.0,8.78,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,5.0,Rybářová-Ročáková Lilka,Mgr.,54.0,KDU-ČSL,KDU-ČSL,4267.0,2.92,4.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1.0,Řezáč Jaroslav,Mgr.,51.0,ODA,ODA,1762.0,6.77,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,43.0,Řezáčová Kateřina,MUDr.,50.0,US-DEU,US-DEU,2200.0,1.85,40.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,18.0,Samek Jiří,,71.0,ČSSD,ČSSD,8941.0,2.21,8.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,30.0,Samek Václav,,46.0,ODS,ODS,15646.0,2.1,10.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,19.0,Saurová Růžena,,60.0,ODA,BEZPP,445.0,1.71,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,18.0,Sedláček Vladimír,,48.0,KSČM,KSČM,5712.0,2.19,10.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,10.0,Sequens Richard,MUDr. Ph.D.,46.0,PVP,BEZPP,7378.0,4.02,1.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,10.0,Slabý Vratislav,,32.0,US-DEU,US-DEU,2577.0,2.17,8.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,30.0,Slámová Miloslava,,46.0,US-DEU,US-DEU,2194.0,1.84,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,34.0,Smitková Marie,,51.0,PVP,BEZPP,3289.0,1.79,30.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,37.0,Sojka Oldřich,MUDr.,58.0,ČSSD,ČSSD,8409.0,2.08,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,31.0,Sova František,Prof. Ing. CSc.,65.0,ČSSD,ČSSD,8765.0,2.17,21.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,45.0,Spudich Jan,MUDr.,29.0,PVP,BEZPP,2770.0,1.51,41.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,28.0,Srbecká Božena,RNDr. Mgr.,39.0,KDU-ČSL,BEZPP,2671.0,1.83,25.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,31.0,Stehlík Čeněk,Ing.,46.0,PVP,BEZPP,3465.0,1.89,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,35.0,Steininger Michal,,18.0,US-DEU,US-DEU,2158.0,1.81,32.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,3.0,Stelzer Pavel,Ing.,52.0,ODA,ODA,2141.0,8.23,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,6.0,Straka Petr,JUDr.,53.0,KSČM,KSČM,6093.0,2.34,6.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,44.0,Straková Stanislava,,72.0,KSČM,KSČM,5319.0,2.04,36.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,25.0,Suda Karel,,53.0,KSČM,KSČM,5690.0,2.18,17.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,23.0,Svatoš Miroslav,MVDr.,41.0,PVP,BEZPP,4624.0,2.52,4.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,10.0,Svoboda Miroslav,Mgr.,40.0,KDU-ČSL,KDU-ČSL,3552.0,2.43,5.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.0,Syka Karel,Mgr.,53.0,PVP,BEZPP,5180.0,2.82,4.0,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,47.0,Szikszay Karel,,39.0,ODS,ODS,12827.0,1.72,27.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,47.0,Šafář Eduard,Ing.,58.0,KDU-ČSL,BEZPP,1926.0,1.32,44.0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,18.0,Šantín Vladislav,,54.0,ODA,BEZPP,547.0,2.1,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,6.0,Šantínová Milada,,79.0,ODA,ODA,511.0,1.96,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
